stage,query_ids,sb_mb,work_mem_mb,plan_supported,missing_plan_anchors,plan_anchors,prediction_sources,prediction_confidence,dynamic_peak_mb,spill_temp_mb,spill_io_mb,spill_io_mib_s,spilling_operators,infeasible_no_spill_operators,raw_os_capacity_mb,os_capacity_mb,predicted_memavailable_mb,memory_safe,tp_accesses,tp_sb_hits,tp_os_hits,tp_disk_misses,tp_sb_hit_rate,tp_os_cond_hit_rate,tp_combined_hit_rate,tp_refaults,tp_active_refaults,os_evictions,os_streaming_evictions,synthetic_spill_pages,tp_disk_io_mb,predicted_physical_io_mb,memory_footprint_mb,dynamic_pool_safe,available_dynamic_pool_mb,dynamic_pool_excess_mb
stage3_protect_tp,5;7,256,1024,True,q7:q7_p2,q5:q5_p1@256;q7:q7_p2:synthesized,q5:same_plan_trace;q7:source+same_query_trace,0.75,3262.0,3264.995,6529.99,7.89634,1,0,27200.0,27200.0,22107.93,True,374143,369142,4011,990,0.98663345,0.80203959,0.99735395,0,0,214530,214530,6529,495.0,7024.99,3518.0,True,15291.0,0.0
stage3_protect_tp,5;7,512,1024,True,q7:q7_p2,q5:q5_p1@256;q7:q7_p2:synthesized,q5:same_plan_trace;q7:source+same_query_trace,0.75,3262.0,3264.995,6529.99,7.89634,1,0,26944.0,26944.0,22033.127,True,374143,370992,2161,990,0.99157809,0.68581403,0.99735395,0,0,214507,214507,6529,495.0,7024.99,3774.0,True,15291.0,0.0
stage3_protect_tp,5;7,1024,1024,True,q7:q7_p2,q5:q5_p1@256;q7:q7_p2:synthesized,q5:same_plan_trace;q7:source+same_query_trace,0.75,3262.0,3264.995,6529.99,7.89634,1,0,26432.0,26432.0,21883.521,True,374143,372302,851,990,0.99507942,0.46224878,0.99735395,0,0,214690,214690,6529,495.0,7024.99,4286.0,True,15291.0,0.0
stage3_protect_tp,5;7,1504,1024,True,q7:q7_p2,q5:q5_p1@256;q7:q7_p2:synthesized,q5:same_plan_trace;q7:source+same_query_trace,0.75,3262.0,3264.995,6529.99,7.89634,1,0,25952.0,25952.0,21743.265,True,374143,372608,545,990,0.99589729,0.35504886,0.99735395,0,0,214594,214594,6529,495.0,7024.99,4766.0,True,15291.0,0.0
stage3_protect_tp,5;7,2048,1024,True,q7:q7_p2,q5:q5_p1@256;q7:q7_p2:synthesized,q5:same_plan_trace;q7:source+same_query_trace,0.75,3262.0,3264.995,6529.99,7.89634,1,0,25408.0,25408.0,21584.308,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,214594,214594,6529,495.0,7024.99,5310.0,True,15291.0,0.0
stage3_protect_tp,5;7,4096,1024,True,q7:q7_p2,q5:q5_p1@256;q7:q7_p2:synthesized,q5:same_plan_trace;q7:source+same_query_trace,0.75,3262.0,3264.995,6529.99,7.89634,1,0,23360.0,23360.0,20985.882,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,214594,214594,6529,495.0,7024.99,7358.0,True,15291.0,0.0
stage3_protect_tp,5;7,8192,1024,True,q7:q7_p2,q5:q5_p1@256;q7:q7_p2:synthesized,q5:same_plan_trace;q7:source+same_query_trace,0.75,3262.0,3264.995,6529.99,7.89634,1,0,19264.0,19264.0,19789.031,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,214594,214594,6529,495.0,7024.99,11454.0,True,15291.0,0.0
stage3_protect_tp,5;7,128,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,27328.0,27293.721,22271.998,True,374143,365650,7503,990,0.97730012,0.88343342,0.99735395,0,0,208001,208001,0,495.0,495.0,3087.0,True,15291.0,0.0
stage3_protect_tp,5;7,256,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,27200.0,27165.721,22234.596,True,374143,369142,4011,990,0.98663345,0.80203959,0.99735395,0,0,208001,208001,0,495.0,495.0,3215.0,True,15291.0,0.0
stage3_protect_tp,5;7,512,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,26944.0,26909.721,22159.793,True,374143,370992,2161,990,0.99157809,0.68581403,0.99735395,0,0,207961,207961,0,495.0,495.0,3471.0,True,15291.0,0.0
stage3_protect_tp,5;7,1024,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,26432.0,26397.721,22010.187,True,374143,372302,851,990,0.99507942,0.46224878,0.99735395,0,0,208129,208129,0,495.0,495.0,3983.0,True,15291.0,0.0
stage3_protect_tp,5;7,1504,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,25952.0,25917.721,21869.931,True,374143,372608,545,990,0.99589729,0.35504886,0.99735395,0,0,208065,208065,0,495.0,495.0,4463.0,True,15291.0,0.0
stage3_protect_tp,5;7,2048,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,25408.0,25373.721,21710.974,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,208065,208065,0,495.0,495.0,5007.0,True,15291.0,0.0
stage3_protect_tp,5;7,4096,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,23360.0,23325.721,21112.548,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,208065,208065,0,495.0,495.0,7055.0,True,15291.0,0.0
stage3_protect_tp,5;7,8192,1083,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,2959.0,0.0,0.0,0.0,0,0,19264.0,19229.721,19915.697,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,208065,208065,0,495.0,495.0,11151.0,True,15291.0,0.0
stage3_protect_tp,5;7,128,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,27328.0,27271.147,22249.424,True,374143,365650,7503,990,0.97730012,0.88343342,0.99735395,0,0,208001,208001,0,495.0,495.0,3141.0,True,15291.0,0.0
stage3_protect_tp,5;7,256,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,27200.0,27143.147,22212.022,True,374143,369142,4011,990,0.98663345,0.80203959,0.99735395,0,0,208001,208001,0,495.0,495.0,3269.0,True,15291.0,0.0
stage3_protect_tp,5;7,512,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,26944.0,26887.147,22137.219,True,374143,370992,2161,990,0.99157809,0.68581403,0.99735395,0,0,207962,207962,0,495.0,495.0,3525.0,True,15291.0,0.0
stage3_protect_tp,5;7,1024,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,26432.0,26375.147,21987.613,True,374143,372302,851,990,0.99507942,0.46224878,0.99735395,0,0,208129,208129,0,495.0,495.0,4037.0,True,15291.0,0.0
stage3_protect_tp,5;7,1504,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,25952.0,25895.147,21847.357,True,374143,372608,545,990,0.99589729,0.35504886,0.99735395,0,0,208065,208065,0,495.0,495.0,4517.0,True,15291.0,0.0
stage3_protect_tp,5;7,2048,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,25408.0,25351.147,21688.4,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,208065,208065,0,495.0,495.0,5061.0,True,15291.0,0.0
stage3_protect_tp,5;7,4096,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,23360.0,23303.147,21089.974,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,208065,208065,0,495.0,495.0,7109.0,True,15291.0,0.0
stage3_protect_tp,5;7,8192,1137,True,,q5:q5_p1@256;q7:q7_p1@256,q5:same_plan_trace;q7:same_plan_trace,0.95,3013.0,0.0,0.0,0.0,0,0,19264.0,19207.147,19893.123,True,374143,373153,0,990,0.99735395,0.0,0.99735395,0,0,208065,208065,0,495.0,495.0,11205.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,26856.0,30008.858,22927.067,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,965438,965438,66533,787.0,124659.065,1520.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,256,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,26728.0,29880.858,22889.665,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,967594,967594,66533,787.0,124659.065,1648.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,26472.0,29624.858,22814.862,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,970233,970233,66533,787.0,124659.065,1904.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,25960.0,29112.858,22665.256,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,972744,972744,66533,787.0,124659.065,2416.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,25480.0,28632.858,22525.0,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,973513,973513,66533,787.0,124659.065,2896.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,24936.0,28088.858,22366.043,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,974319,974319,66533,787.0,124659.065,3440.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,22888.0,26040.858,21767.617,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,977679,977679,66533,787.0,124659.065,5488.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,128,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,1392.0,33266.878,123872.065,33.140031,9,1,18792.0,21944.858,20570.766,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,985592,985592,66533,787.0,124659.065,9584.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,26856.0,29527.276,22445.485,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,967053,967053,65283,787.0,104300.959,2672.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,256,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,26728.0,29399.276,22408.083,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,969411,969411,65283,787.0,104300.959,2800.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,26472.0,29143.276,22333.28,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,971631,971631,65283,787.0,104300.959,3056.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,25960.0,28631.276,22183.673,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,972277,972277,65283,787.0,104300.959,3568.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,25480.0,28151.276,22043.417,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,973066,973066,65283,787.0,104300.959,4048.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,24936.0,27607.276,21884.461,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,973961,973961,65283,787.0,104300.959,4592.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,22888.0,25559.276,21286.035,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,977291,977291,65283,787.0,104300.959,6640.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,256,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,2544.0,32641.802,103513.959,27.693538,9,1,18792.0,21463.276,20089.184,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,985135,985135,65283,787.0,104300.959,10736.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,26856.0,28564.111,21482.32,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,966898,966898,60179,787.0,82498.271,4976.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,256,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,26728.0,28436.111,21444.919,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,967534,967534,60179,787.0,82498.271,5104.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,26472.0,28180.111,21370.116,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,968016,968016,60179,787.0,82498.271,5360.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,25960.0,27668.111,21220.509,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,968819,968819,60179,787.0,82498.271,5872.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,25480.0,27188.111,21080.253,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,969527,969527,60179,787.0,82498.271,6352.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,24936.0,26644.111,20921.296,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,970265,970265,60179,787.0,82498.271,6896.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,22888.0,24596.111,20322.871,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,973780,973780,60179,787.0,82498.271,8944.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,512,True,,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p2@256,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:same_plan_trace,0.95,4848.0,30089.784,81711.271,21.860571,9,1,18792.0,20500.111,19126.02,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,981579,981579,60179,787.0,82498.271,13040.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,26856.0,26856.0,19791.349,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,946302,946302,37277,787.0,46421.309,9021.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,256,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,26728.0,26728.0,19753.947,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,946742,946742,37277,787.0,46421.309,9149.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,26472.0,26472.0,19679.144,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,947166,947166,37277,787.0,46421.309,9405.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,25960.0,25960.0,19529.537,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,947800,947800,37277,787.0,46421.309,9917.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,25480.0,25480.0,19389.281,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,948550,948550,37277,787.0,46421.309,10397.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,24936.0,24936.0,19230.325,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,949396,949396,37277,787.0,46421.309,10941.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,22888.0,22888.0,18631.899,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,953178,953178,37277,787.0,46421.309,12989.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,1024,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,8893.0,18638.72,45634.309,12.208745,7,0,18792.0,18792.0,17435.048,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,960616,960616,37277,787.0,46421.309,17085.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,26856.0,26417.058,19352.407,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,945588,945588,35910,787.0,36604.743,10071.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,256,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,26728.0,26289.058,19315.005,True,7415716,7381479,32663,1574,0.99538318,0.95402635,0.99978775,0,0,946053,946053,35910,787.0,36604.743,10199.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,512,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,26472.0,26033.058,19240.202,True,7415716,7406261,7881,1574,0.99872501,0.83352723,0.99978775,0,0,946466,946466,35910,787.0,36604.743,10455.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1024,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,25960.0,25521.058,19090.595,True,7415716,7411702,2440,1574,0.99945872,0.60787245,0.99978775,0,0,947115,947115,35910,787.0,36604.743,10967.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,1504,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,25480.0,25041.058,18950.339,True,7415716,7412835,1307,1574,0.9996115,0.45366192,0.99978775,0,0,947988,947988,35910,787.0,36604.743,11447.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,2048,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,24936.0,24497.058,18791.383,True,7415716,7412962,1180,1574,0.99962863,0.42846768,0.99978775,0,0,948781,948781,35910,787.0,36604.743,11991.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,4096,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,22888.0,22449.058,18192.957,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,952602,952602,35910,787.0,36604.743,14039.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,8192,1174,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,9943.0,17955.22,35817.743,9.582476,6,0,18792.0,18353.058,16996.106,True,7415716,7414142,0,1574,0.99978775,0.0,0.99978775,0,0,959507,959507,35910,787.0,36604.743,18135.0,True,15291.0,0.0
stage4_backpressure,9;13;18;21,128,1208,True,q21:q21_p3,q9:q9_p1@256;q13:q13_p1@256;q18:q18_p1@256;q21:q21_p3:synthesized,q9:same_plan_trace;q13:same_plan_trace;q18:same_plan_trace;q21:source+same_query_trace,0.75,10147.0,17929.223,35765.75,9.568566,6,0,26856.0,26331.778,19267.127,True,7415716,7152032,262110,1574,0.96444254,0.99403073,0.99978775,0,0,945688,945688,35858,787.0,36552.75,10275.0,True,15291.0,0.0
