total_mem_mb,shared_buffers_mb,work_mem_mb,workload,query,run,elapsed_ms,blks_hit,blks_read,miss_rate_pct,source
8192,2048,256,tpch,Q4_EXISTS,2,75138.921,672,1385291,99.9515,results_large_20260504_095821
8192,2048,256,tpch,Q4_EXISTS,3,75131.898,736,1385227,99.9469,results_large_20260504_095821
8192,2048,256,tpch,Q6_SCAN,1,57834.484,729,1124352,99.9352,results_large_20260504_095821
8192,2048,256,tpch,Q6_SCAN,2,58301.425,764,1124317,99.9321,results_large_20260504_095821
8192,2048,256,tpch,Q6_SCAN,3,58300.067,796,1124285,99.9292,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_CUST_FULLSORT,1,13016.683,457,233862,99.805,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_CUST_FULLSORT,2,13173.669,423,233819,99.8194,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_CUST_FULLSORT,3,13179.73,455,233787,99.8058,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_OL_SORT,1,21811.302,696,418805,99.8341,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_OL_SORT,2,21666.362,656,418768,99.8436,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_OL_SORT,3,21637.378,688,418736,99.836,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_STOCK_SCAN,1,22232.002,232,440591,99.9474,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_STOCK_SCAN,2,22762.146,412,440488,99.9066,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_STOCK_SCAN,3,22788.979,367,440456,99.9167,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_WH_SUMMARY,1,21653.495,371,418906,99.9115,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_WH_SUMMARY,2,21657.821,336,418864,99.9198,results_large_20260504_095821
12288,3072,384,tpcc,TPCC_WH_SUMMARY,3,21664.005,368,418832,99.9122,results_large_20260504_095821
12288,3072,384,tpch,Q12_JOIN,1,74060.534,24238,1426050,98.3287,results_large_20260504_095821
12288,3072,384,tpch,Q12_JOIN,2,59700.498,326067,1124221,77.5171,results_large_20260504_095821
12288,3072,384,tpch,Q12_JOIN,3,59462.376,326099,1124189,77.5149,results_large_20260504_095821
12288,3072,384,tpch,Q13_HASHJOIN,1,11064.366,261394,35840,12.0578,results_large_20260504_095821
12288,3072,384,tpch,Q13_HASHJOIN,2,10562.225,297311,0,0.0,results_large_20260504_095821
12288,3072,384,tpch,Q13_HASHJOIN,3,10572.426,297234,0,0.0,results_large_20260504_095821
12288,3072,384,tpch,Q18_LARGE_VOL,1,68298.747,298490,2248282,88.2797,results_large_20260504_095821
12288,3072,384,tpch,Q18_LARGE_VOL,2,68411.464,298618,2248154,88.2746,results_large_20260504_095821
12288,3072,384,tpch,Q18_LARGE_VOL,3,68416.528,298746,2248026,88.2696,results_large_20260504_095821
12288,3072,384,tpch,Q1_AGG,1,57912.496,340,1124628,99.9698,results_large_20260504_095821
12288,3072,384,tpch,Q1_AGG,2,58279.515,458,1124510,99.9593,results_large_20260504_095821
12288,3072,384,tpch,Q1_AGG,3,58296.256,490,1124478,99.9564,results_large_20260504_095821
12288,3072,384,tpch,Q4_EXISTS,1,75210.045,666,1385374,99.9519,results_large_20260504_095821
12288,3072,384,tpch,Q4_EXISTS,2,74859.894,672,1385291,99.9515,results_large_20260504_095821
12288,3072,384,tpch,Q4_EXISTS,3,74854.38,736,1385227,99.9469,results_large_20260504_095821
12288,3072,384,tpch,Q6_SCAN,1,57828.487,729,1124352,99.9352,results_large_20260504_095821
12288,3072,384,tpch,Q6_SCAN,2,58285.453,764,1124317,99.9321,results_large_20260504_095821
12288,3072,384,tpch,Q6_SCAN,3,58280.383,796,1124285,99.9292,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_CUST_FULLSORT,1,13029.762,457,233862,99.805,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_CUST_FULLSORT,2,13205.585,423,233819,99.8194,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_CUST_FULLSORT,3,13179.346,455,233787,99.8058,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_OL_SORT,1,21820.985,696,418805,99.8341,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_OL_SORT,2,21645.488,656,418768,99.8436,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_OL_SORT,3,21655.121,688,418736,99.836,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_STOCK_SCAN,1,22231.192,232,440591,99.9474,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_STOCK_SCAN,2,23423.633,412,440488,99.9066,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_STOCK_SCAN,3,22795.26,367,440456,99.9167,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_WH_SUMMARY,1,21674.76,371,418906,99.9115,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_WH_SUMMARY,2,21669.024,336,418864,99.9198,results_large_20260504_095821
16384,4096,512,tpcc,TPCC_WH_SUMMARY,3,21655.202,368,418832,99.9122,results_large_20260504_095821
16384,4096,512,tpch,Q12_JOIN,1,74058.791,24238,1426050,98.3287,results_large_20260504_095821
16384,4096,512,tpch,Q12_JOIN,2,59684.108,326067,1124221,77.5171,results_large_20260504_095821
16384,4096,512,tpch,Q12_JOIN,3,59472.532,326099,1124189,77.5149,results_large_20260504_095821
16384,4096,512,tpch,Q13_HASHJOIN,1,11046.94,261394,35840,12.0578,results_large_20260504_095821
16384,4096,512,tpch,Q13_HASHJOIN,2,10511.656,297311,0,0.0,results_large_20260504_095821
16384,4096,512,tpch,Q13_HASHJOIN,3,10452.158,297234,0,0.0,results_large_20260504_095821
16384,4096,512,tpch,Q18_LARGE_VOL,1,68324.32,298490,2248282,88.2797,results_large_20260504_095821
16384,4096,512,tpch,Q18_LARGE_VOL,2,68870.661,298618,2248154,88.2746,results_large_20260504_095821
16384,4096,512,tpch,Q18_LARGE_VOL,3,68474.929,298746,2248026,88.2696,results_large_20260504_095821
16384,4096,512,tpch,Q1_AGG,1,57915.134,340,1124628,99.9698,results_large_20260504_095821
16384,4096,512,tpch,Q1_AGG,2,58286.549,458,1124510,99.9593,results_large_20260504_095821
16384,4096,512,tpch,Q1_AGG,3,58280.309,490,1124478,99.9564,results_large_20260504_095821
16384,4096,512,tpch,Q4_EXISTS,1,75325.067,666,1385374,99.9519,results_large_20260504_095821
16384,4096,512,tpch,Q4_EXISTS,2,74885.848,672,1385291,99.9515,results_large_20260504_095821
16384,4096,512,tpch,Q4_EXISTS,3,74818.539,736,1385227,99.9469,results_large_20260504_095821
16384,4096,512,tpch,Q6_SCAN,1,57825.117,729,1124352,99.9352,results_large_20260504_095821
16384,4096,512,tpch,Q6_SCAN,2,58299.655,764,1124317,99.9321,results_large_20260504_095821
16384,4096,512,tpch,Q6_SCAN,3,58299.859,796,1124285,99.9292,results_large_20260504_095821
